"IDSCENARIOS","IDYEARS","REGION_4LETTER","POPULATION","GDP_GUSD2017_PPP","CO2 Mt CO2/yr","CH4 kt/yr","PM25_TOTAL","PM25_SELF","PM25_EXPORT","AP_CONTROL_COSTS_MEUR2015","AP_PLUS_CH4_CONTROL_COSTS_MEUR2015"
"Delayed Action",2055,"ARGE",51224500,2031.18,10918,168442.69,4.832,2.488,0.174,NA,NA
"Delayed Action",2055,"ARME",2461000,117.236,10918,168442.69,7.73,1.645,0.086,NA,NA
"Delayed Action",2055,"AUST",9280700,754.445,10918,168442.69,2.834,0.938,0.586,NA,NA
"Delayed Action",2055,"AUTR",31882200,2872.45,10918,168442.69,2.434,0.626,0,NA,NA
"Delayed Action",2055,"AZER",11110900,306.153,10918,168442.69,13.752,1.329,0.457,NA,NA
"Delayed Action",2055,"BANG",200108800,5410.44,10918,168442.69,21.237,10.45,0.367,NA,NA
"Delayed Action",2055,"BELA",8522400,255.412,10918,168442.69,2.904,0.801,0.363,NA,NA
"Delayed Action",2055,"BELG",12444500,918.514,10918,168442.69,3.772,1.153,0.828,NA,NA
"Delayed Action",2055,"BHUT",870600,22.883,10918,168442.69,3.406,1.479,0.053,NA,NA
"Delayed Action",2055,"BOHE",2433500,88.777,10918,168442.69,3.959,1.436,0.433,NA,NA
"Delayed Action",2055,"BOLV",16323400,292.422,10918,168442.69,6.19,1.651,0.001,NA,NA
"Delayed Action",2055,"BRAZ",226154100,7812.75,10918,168442.69,5.455,2.456,0.392,NA,NA
"Delayed Action",2055,"BRUN",539300,44.005,10918,168442.69,2.137,0.753,0.001,NA,NA
"Delayed Action",2055,"BULG",5380600,309.147,10918,168442.69,3.788,0.985,0.33,NA,NA
"Delayed Action",2055,"CAMB",20602700,427.523,10918,168442.69,4.615,1.197,0.043,NA,NA
"Delayed Action",2055,"CANA",42738800,3570.53,10918,168442.69,4.249,2.047,0.091,NA,NA
"Delayed Action",2055,"CARB",49431500,1744.551,10918,168442.69,4.643,1.459,0.049,NA,NA
"Delayed Action",2055,"CEAM",66016500,1745.356,10918,168442.69,4.576,2.146,0.004,NA,NA
"Delayed Action",2055,"CHIL",20329900,933.437,10918,168442.69,4.608,4.472,0.07,NA,NA
"Delayed Action",2055,"CHIN",1264977600,57116.02,10918,168442.69,10.247,6.989,4.523,NA,NA
"Delayed Action",2055,"COLO",57636100,2227.24,10918,168442.69,5.396,3.489,0.006,NA,NA
"Delayed Action",2055,"CROA",3296100,195.613,10918,168442.69,3.206,0.503,0.332,NA,NA
"Delayed Action",2055,"CYPR",1443400,82.024,10918,168442.69,7.536,0.375,0.001,NA,NA
"Delayed Action",2055,"CZRE",10176900,659.999,10918,168442.69,2.452,0.618,0.605,NA,NA
"Delayed Action",2055,"DENM",6226600,532.494,10918,168442.69,2.66,0.477,0.204,NA,NA
"Delayed Action",2055,"EAFR",554411400,3877.237,10918,168442.69,22.261,3.395,0.173,NA,NA
"Delayed Action",2055,"ECUA",21892100,479.206,10918,168442.69,4.171,2.136,0.003,NA,NA
"Delayed Action",2055,"EGYP",170865600,7154.67,10918,168442.69,29.268,4.792,0.51,NA,NA
"Delayed Action",2055,"ESTO",1196200,78.26,10918,168442.69,2.177,0.436,0.02,NA,NA
"Delayed Action",2055,"FINL",5469400,399.049,10918,168442.69,1.963,0.469,0.069,NA,NA
"Delayed Action",2055,"FRAN",69086400,4699.45,10918,168442.69,3.772,1.784,2.142,NA,NA
"Delayed Action",2055,"GEOR",2787300,171.459,10918,168442.69,6.479,1.426,0.068,NA,NA
"Delayed Action",2055,"GERM",80439000,6321.35,10918,168442.69,2.799,1.122,3.382,NA,NA
"Delayed Action",2055,"GREE",9666900,561.271,10918,168442.69,6.636,1.912,0.208,NA,NA
"Delayed Action",2055,"HUNG",8472000,545.481,10918,168442.69,3.261,1.113,0.861,NA,NA
"Delayed Action",2055,"ICEL",426500,41.848,10918,168442.69,2.898,1.548,0.021,NA,NA
"Delayed Action",2055,"INDI",1625062000,39506.2,10918,168442.69,20.879,11.407,13.098,NA,NA
"Delayed Action",2055,"INDO",311209300,9962.04,10918,168442.69,6.864,6.268,0.434,NA,NA
"Delayed Action",2055,"IRAN",103547400,2480.96,10918,168442.69,41.203,7.725,0.606,NA,NA
"Delayed Action",2055,"IREL",6065400,1196.38,10918,168442.69,2.412,0.538,0.103,NA,NA
"Delayed Action",2055,"ISRA",13575800,1090.98,10918,168442.69,19.751,4.132,0.216,NA,NA
"Delayed Action",2055,"ITAL",55142900,3696.88,10918,168442.69,5.226,1.733,1.107,NA,NA
"Delayed Action",2055,"JAPA",102852000,6732.92,10918,168442.69,3.625,1.658,0.026,NA,NA
"Delayed Action",2055,"KAZA",23802000,1105.99,10918,168442.69,12.036,3.137,0.443,NA,NA
"Delayed Action",2055,"KENY",87115600,1228.95,10918,168442.69,7.62,3.681,0.131,NA,NA
"Delayed Action",2055,"KORN",NA,NA,10918,168442.69,4.674,0.993,0.168,NA,NA
"Delayed Action",2055,"KORS",44617100,3225.28,10918,168442.69,10.832,5.582,0.344,NA,NA
"Delayed Action",2055,"KYRG",9286500,116.379,10918,168442.69,8.269,1.939,0.367,NA,NA
"Delayed Action",2055,"LAOS",9431100,212.777,10918,168442.69,5.138,0.333,0.049,NA,NA
"Delayed Action",2055,"LATV",1399200,85.304,10918,168442.69,2.147,0.368,0.052,NA,NA
"Delayed Action",2055,"LITH",2038500,148.511,10918,168442.69,2.172,0.33,0.111,NA,NA
"Delayed Action",2055,"LUXE",776300,112.579,10918,168442.69,2.432,0.42,0.015,NA,NA
"Delayed Action",2055,"MACE",2019200,78.013,10918,168442.69,4.901,2.133,0.111,NA,NA
"Delayed Action",2055,"MALA",41761300,2274.73,10918,168442.69,4.249,3.444,1.538,NA,NA
"Delayed Action",2055,"MALT",513700,51.435,10918,168442.69,11.644,0.806,0,NA,NA
"Delayed Action",2055,"MEXI",151052000,5991.12,10918,168442.69,6.956,4.119,0.014,NA,NA
"Delayed Action",2055,"MIDE",228190800,6465.464,10918,168442.69,32.61,3.521,1.261,NA,NA
"Delayed Action",2055,"MOLD",2406800,85.084,10918,168442.69,3.414,0.458,0.041,NA,NA
"Delayed Action",2055,"MONG",4743400,129.041,10918,168442.69,9.985,2.011,0.011,NA,NA
"Delayed Action",2055,"MONT",611100,25.121,10918,168442.69,3.978,0.918,0.033,NA,NA
"Delayed Action",2055,"MYAN",56590900,612.01,10918,168442.69,5.35,1.001,0.036,NA,NA
"Delayed Action",2055,"NAFR",130118400,2714.764,10918,168442.69,18.158,3.308,0.126,NA,NA
"Delayed Action",2055,"NEPA",35188100,525.78,10918,168442.69,23.332,16.495,0.549,NA,NA
"Delayed Action",2055,"NETH",17842400,1538.91,10918,168442.69,4.789,2.268,1.655,NA,NA
"Delayed Action",2055,"NIGE",437798500,4463.05,10918,168442.69,29.778,4.114,0.412,NA,NA
"Delayed Action",2055,"NORW",6205100,601.301,10918,168442.69,2.019,0.608,0.126,NA,NA
"Delayed Action",2055,"NZEL",5859200,429.594,10918,168442.69,1.758,0.361,0,NA,NA
"Delayed Action",2055,"PAKI",392058100,5933.57,10918,168442.69,40.517,17.736,2.703,NA,NA
"Delayed Action",2055,"PARA",8709900,252.445,10918,168442.69,6.664,1.585,0.006,NA,NA
"Delayed Action",2055,"PERU",39693600,1110.19,10918,168442.69,13.287,5.811,0.065,NA,NA
"Delayed Action",2055,"PHIL",158617900,4221.8,10918,168442.69,2.658,2.018,0.025,NA,NA
"Delayed Action",2055,"POLA",34380000,2357.39,10918,168442.69,2.811,1.145,2.027,NA,NA
"Delayed Action",2055,"PORT",9538900,629.613,10918,168442.69,4.394,0.986,0.026,NA,NA
"Delayed Action",2055,"ROMA",15359800,987.621,10918,168442.69,3.664,1.329,0.813,NA,NA
"Delayed Action",2055,"RSAF",248493500,2080.149,10918,168442.69,7.664,2.764,0.248,NA,NA
"Delayed Action",2055,"RUSS",137968700,6780.33,10918,168442.69,4.777,1.488,1,NA,NA
"Delayed Action",2055,"SAAR",50536000,4064.47,10918,168442.69,52.168,1.206,0.241,NA,NA
"Delayed Action",2055,"SAFR",68572300,1948.52,10918,168442.69,6.047,2.788,0.092,NA,NA
"Delayed Action",2055,"SERB",6528600,319.524,10918,168442.69,4.149,1.685,0.914,NA,NA
"Delayed Action",2055,"SING",6650500,881.921,10918,168442.69,8.474,3.407,0.079,NA,NA
"Delayed Action",2055,"SKRE",5103900,302.407,10918,168442.69,2.576,0.494,0.322,NA,NA
"Delayed Action",2055,"SLOV",2022700,134.959,10918,168442.69,3.06,0.718,0.117,NA,NA
"Delayed Action",2055,"SPAI",49656300,3342.91,10918,168442.69,4.986,1.393,0.414,NA,NA
"Delayed Action",2055,"SRIL",23056800,613.92,10918,168442.69,4.262,2.593,0.006,NA,NA
"Delayed Action",2055,"SWED",11967300,978.927,10918,168442.69,2.683,0.975,0.457,NA,NA
"Delayed Action",2055,"SWIT",9837600,867.272,10918,168442.69,2.846,1.362,0.189,NA,NA
"Delayed Action",2055,"TAIW",NA,NA,10918,168442.69,11.571,9.754,0.025,NA,NA
"Delayed Action",2055,"TAJI",15221400,168.583,10918,168442.69,16.993,1.565,0.241,NA,NA
"Delayed Action",2055,"TANZ",134956800,1120.89,10918,168442.69,7.324,3.773,0.171,NA,NA
"Delayed Action",2055,"THAI",65911200,2539.44,10918,168442.69,4.485,2.286,0.289,NA,NA
"Delayed Action",2055,"TKME",8751000,190.17,10918,168442.69,25.527,0.963,0.097,NA,NA
"Delayed Action",2055,"TURK",96594100,6625.36,10918,168442.69,8.267,3.827,1.352,NA,NA
"Delayed Action",2055,"UKRA",34101700,1083.45,10918,168442.69,4.256,1.202,1.419,NA,NA
"Delayed Action",2055,"UNKI",73757300,5695.34,10918,168442.69,2.973,1.255,1.366,NA,NA
"Delayed Action",2055,"URUG",3227000,146.429,10918,168442.69,3.264,1.524,0.05,NA,NA
"Delayed Action",2055,"USAM",382280300,34738.4,10918,168442.69,4.868,2.11,0.605,NA,NA
"Delayed Action",2055,"UZBE",48361400,1097.21,10918,168442.69,14.088,2.273,1.542,NA,NA
"Delayed Action",2055,"VENE",NA,NA,10918,168442.69,7.27,3.558,0.093,NA,NA
"Delayed Action",2055,"VIET",107545500,4384.66,10918,168442.69,5.937,4.374,0.69,NA,NA
"Delayed Action",2055,"WAFR",756182100,5658.905,10918,168442.69,27.275,3.969,0.112,NA,NA
"Integrated Action",2055,"AFGH",81388000,636.786,7872.619,150706.875,24.409,8.443,0.332,3829,5305
"Integrated Action",2055,"ALBA",2152900,91.855,7872.619,150706.875,5.82,2.35,0.141,770,1100
"Integrated Action",2055,"ARGE",51224500,2031.18,7872.619,150706.875,4.21,2.086,0.158,11617,28442
"Integrated Action",2055,"ARME",2461000,117.236,7872.619,150706.875,7.566,1.509,0.086,156,475
"Integrated Action",2055,"AUST",9280700,754.445,7872.619,150706.875,2.837,0.984,0.592,1332,2116
"Integrated Action",2055,"AUTR",31882200,2872.45,7872.619,150706.875,2.211,0.621,0,6631,14480
"Integrated Action",2055,"AZER",11110900,306.153,7872.619,150706.875,13.673,1.257,0.453,851,658
"Integrated Action",2055,"BANG",200108800,5410.44,7872.619,150706.875,19.521,9.792,0.335,6515,20444
"Integrated Action",2055,"BELA",8522400,255.412,7872.619,150706.875,2.89,0.791,0.363,1173,3327
"Integrated Action",2055,"BELG",12444500,918.514,7872.619,150706.875,3.571,1.177,0.836,1706,816
"Integrated Action",2055,"BHUT",870600,22.883,7872.619,150706.875,2.392,0.657,0.021,409,559
"Integrated Action",2055,"BOHE",2433500,88.777,7872.619,150706.875,3.83,1.381,0.393,1196,1349
"Integrated Action",2055,"BOLV",16323400,292.422,7872.619,150706.875,5.422,1.151,0.001,1334,1920
"Integrated Action",2055,"BRAZ",226154100,7812.75,7872.619,150706.875,4.847,2.105,0.364,21973,107193
"Integrated Action",2055,"BRUN",539300,44.005,7872.619,150706.875,1.91,0.659,0.001,160,1011
"Integrated Action",2055,"BULG",5380600,309.147,7872.619,150706.875,3.653,0.958,0.326,996,-1020
"Integrated Action",2055,"CAMB",20602700,427.523,7872.619,150706.875,3.421,1.063,0.039,1261,1820
"Integrated Action",2055,"CANA",42738800,3570.53,7872.619,150706.875,3.746,1.948,0.089,21272,22760
"Integrated Action",2055,"CARB",49431500,1744.551,7872.619,150706.875,3.817,0.971,0.032,2722,6468
"Integrated Action",2055,"CEAM",66016500,1745.356,7872.619,150706.875,3.564,1.385,0.003,3449,13954
"Integrated Action",2055,"CHIL",20329900,933.437,7872.619,150706.875,4.212,4.169,0.067,3065,20843
"Integrated Action",2055,"CHIN",1264977600,57116.02,7872.619,150706.875,9.311,6.817,4.447,219909,350738
"Integrated Action",2055,"COLO",57636100,2227.24,7872.619,150706.875,4.57,2.84,0.006,4069,5393
"Integrated Action",2055,"CROA",3296100,195.613,7872.619,150706.875,3.018,0.502,0.333,426,478
"Integrated Action",2055,"CYPR",1443400,82.024,7872.619,150706.875,7.004,0.46,0.001,94,290
"Integrated Action",2055,"CZRE",10176900,659.999,7872.619,150706.875,2.442,0.633,0.607,1622,2615
"Integrated Action",2055,"DENM",6226600,532.494,7872.619,150706.875,2.574,0.51,0.205,907,2007
"Integrated Action",2055,"EAFR",554411400,3877.237,7872.619,150706.875,21.702,3.083,0.157,15551,31390
"Integrated Action",2055,"ECUA",21892100,479.206,7872.619,150706.875,3.153,1.272,0.002,1940,4128
"Integrated Action",2055,"EGYP",170865600,7154.67,7872.619,150706.875,27.097,4.194,0.439,5604,19176
"Integrated Action",2055,"ESTO",1196200,78.26,7872.619,150706.875,2.093,0.427,0.02,175,497
"Integrated Action",2055,"FINL",5469400,399.049,7872.619,150706.875,1.971,0.517,0.07,1272,-3196
"Integrated Action",2055,"FRAN",69086400,4699.45,7872.619,150706.875,3.578,1.786,2.148,8656,12794
"Integrated Action",2055,"GEOR",2787300,171.459,7872.619,150706.875,6.445,1.446,0.068,420,455
"Integrated Action",2055,"GERM",80439000,6321.35,7872.619,150706.875,2.777,1.158,3.402,7240,-43850
"Integrated Action",2055,"GREE",9666900,561.271,7872.619,150706.875,6.24,2.038,0.21,1129,2703
"Integrated Action",2055,"HUNG",8472000,545.481,7872.619,150706.875,3.194,1.105,0.865,1352,1266
"Integrated Action",2055,"ICEL",426500,41.848,7872.619,150706.875,2.827,1.545,0.021,46,94
"Integrated Action",2055,"INDI",1625062000,39506.2,7872.619,150706.875,19.395,10.805,12.318,160299,223640
"Integrated Action",2055,"INDO",311209300,9962.04,7872.619,150706.875,6.187,5.863,0.405,20876,50784
"Integrated Action",2055,"IRAN",103547400,2480.96,7872.619,150706.875,39.845,6.545,0.561,15725,134200
"Integrated Action",2055,"IREL",6065400,1196.38,7872.619,150706.875,2.151,0.528,0.103,752,1788
"Integrated Action",2055,"ISRA",13575800,1090.98,7872.619,150706.875,19.03,4.183,0.197,1124,3276
"Integrated Action",2055,"ITAL",55142900,3696.88,7872.619,150706.875,4.56,1.718,1.103,3605,4605
"Integrated Action",2055,"JAPA",102852000,6732.92,7872.619,150706.875,3.009,1.651,0.026,11586,31203
"Integrated Action",2055,"KAZA",23802000,1105.99,7872.619,150706.875,11.795,2.897,0.439,1581,-1350
"Integrated Action",2055,"KENY",87115600,1228.95,7872.619,150706.875,7.126,3.271,0.12,4162,7368
"Integrated Action",2055,"KORN",NA,NA,7872.619,150706.875,3.934,0.856,0.151,883,960
"Integrated Action",2055,"KORS",44617100,3225.28,7872.619,150706.875,9.22,5.586,0.343,7678,10396
"Integrated Action",2055,"KYRG",9286500,116.379,7872.619,150706.875,8.277,1.945,0.367,243,520
"Integrated Action",2055,"LAOS",9431100,212.777,7872.619,150706.875,3.963,0.304,0.042,1064,1445
"Integrated Action",2055,"LATV",1399200,85.304,7872.619,150706.875,2.125,0.369,0.054,173,112
"Integrated Action",2055,"LITH",2038500,148.511,7872.619,150706.875,2.15,0.326,0.111,651,-3560
"Integrated Action",2055,"LUXE",776300,112.579,7872.619,150706.875,2.492,0.542,0.017,84,255
"Integrated Action",2055,"MACE",2019200,78.013,7872.619,150706.875,4.846,2.149,0.102,701,827
"Integrated Action",2055,"MALA",41761300,2274.73,7872.619,150706.875,3.631,3.2,1.47,6056,24305
"Integrated Action",2055,"MALT",513700,51.435,7872.619,150706.875,9.486,0.807,0,29,19
"Integrated Action",2055,"MEXI",151052000,5991.12,7872.619,150706.875,5.963,3.36,0.012,10729,87955
"Integrated Action",2055,"MIDE",228190800,6465.464,7872.619,150706.875,31.289,2.779,1.065,12909,171074
"Integrated Action",2055,"MOLD",2406800,85.084,7872.619,150706.875,3.316,0.45,0.041,826,1466
"Integrated Action",2055,"MONG",4743400,129.041,7872.619,150706.875,9.491,1.52,0.009,402,659
"Integrated Action",2055,"MONT",611100,25.121,7872.619,150706.875,3.707,0.757,0.025,346,365
"Integrated Action",2055,"MYAN",56590900,612.01,7872.619,150706.875,4.673,0.985,0.035,2292,4923
"Integrated Action",2055,"NAFR",130118400,2714.764,7872.619,150706.875,16.394,2.801,0.1,8978,87266
"Integrated Action",2055,"NEPA",35188100,525.78,7872.619,150706.875,15.466,9.566,0.361,3008,4172
"Integrated Action",2055,"NETH",17842400,1538.91,7872.619,150706.875,4.635,2.375,1.668,3525,4642
"Integrated Action",2055,"NIGE",437798500,4463.05,7872.619,150706.875,28.823,3.481,0.355,9193,37176
"Integrated Action",2055,"NORW",6205100,601.301,7872.619,150706.875,1.906,0.564,0.126,1460,1140
"Integrated Action",2055,"NZEL",5859200,429.594,7872.619,150706.875,1.61,0.353,0,1023,2062
"Integrated Action",2055,"PAKI",392058100,5933.57,7872.619,150706.875,35.242,12.985,1.976,15338,12355
"Integrated Action",2055,"PARA",8709900,252.445,7872.619,150706.875,5.645,0.99,0.004,855,1403
"Integrated Action",2055,"PERU",39693600,1110.19,7872.619,150706.875,10.526,3.391,0.049,2769,4682
"Integrated Action",2055,"PHIL",158617900,4221.8,7872.619,150706.875,2.423,1.948,0.024,4988,19189
"Integrated Action",2055,"POLA",34380000,2357.39,7872.619,150706.875,2.773,1.134,2.028,7036,-3092
"Integrated Action",2055,"PORT",9538900,629.613,7872.619,150706.875,3.807,0.984,0.026,779,598
"Integrated Action",2055,"ROMA",15359800,987.621,7872.619,150706.875,3.56,1.302,0.805,3069,416
"Integrated Action",2055,"RSAF",248493500,2080.149,7872.619,150706.875,6.841,2.459,0.229,9658,20747
"Integrated Action",2055,"RUSS",137968700,6780.33,7872.619,150706.875,4.694,1.45,0.995,17374,30941
"Integrated Action",2055,"SAAR",50536000,4064.47,7872.619,150706.875,51.205,0.864,0.183,7339,165854
"Integrated Action",2055,"SAFR",68572300,1948.52,7872.619,150706.875,5.776,2.802,0.09,14088,54985
"Integrated Action",2055,"SERB",6528600,319.524,7872.619,150706.875,4.12,1.701,0.894,1640,453
"Integrated Action",2055,"SING",6650500,881.921,7872.619,150706.875,5.589,3.243,0.076,1306,13003
"Integrated Action",2055,"SKRE",5103900,302.407,7872.619,150706.875,2.542,0.494,0.323,805,810
"Integrated Action",2055,"SLOV",2022700,134.959,7872.619,150706.875,2.879,0.755,0.12,349,-475
"Integrated Action",2055,"SPAI",49656300,3342.91,7872.619,150706.875,4.437,1.549,0.418,4587,6064
"Integrated Action",2055,"SRIL",23056800,613.92,7872.619,150706.875,3.628,2.223,0.005,1531,4703
"Integrated Action",2055,"SWED",11967300,978.927,7872.619,150706.875,2.634,1.015,0.459,1059,-253
"Integrated Action",2055,"SWIT",9837600,867.272,7872.619,150706.875,2.614,1.168,0.171,1430,-694
"Integrated Action",2055,"TAIW",NA,NA,7872.619,150706.875,8.726,8.191,0.02,6215,33773
"Integrated Action",2055,"TAJI",15221400,168.583,7872.619,150706.875,16.928,1.497,0.237,293,2469
"Integrated Action",2055,"TANZ",134956800,1120.89,7872.619,150706.875,6.74,3.351,0.153,4156,9258
"Integrated Action",2055,"THAI",65911200,2539.44,7872.619,150706.875,3.642,2.206,0.274,11059,30728
"Integrated Action",2055,"TKME",8751000,190.17,7872.619,150706.875,25.446,0.883,0.093,608,611
"Integrated Action",2055,"TURK",96594100,6625.36,7872.619,150706.875,7.364,3.389,1.286,12513,18787
"Integrated Action",2055,"UKRA",34101700,1083.45,7872.619,150706.875,4.178,1.177,1.418,6169,5988
"Integrated Action",2055,"UNKI",73757300,5695.34,7872.619,150706.875,2.833,1.331,1.369,5731,8534
"Integrated Action",2055,"URUG",3227000,146.429,7872.619,150706.875,2.466,0.856,0.04,474,2441
"Integrated Action",2055,"USAM",382280300,34738.4,7872.619,150706.875,4.523,1.96,0.575,68757,117708
"Integrated Action",2055,"UZBE",48361400,1097.21,7872.619,150706.875,14.164,2.354,1.554,1780,1944
"Integrated Action",2055,"VENE",NA,NA,7872.619,150706.875,5.213,1.818,0.049,4147,5924
"Integrated Action",2055,"VIET",107545500,4384.66,7872.619,150706.875,4.759,3.919,0.614,11255,21579
"Integrated Action",2055,"WAFR",756182100,5658.905,7872.619,150706.875,26.131,3.532,0.102,19469,42435
"Long-term Climate Action",2055,"AFGH",81388000,636.786,7872.619,318375.978,41.325,24.857,0.936,895,1028
"Long-term Climate Action",2055,"ALBA",2152900,91.855,7872.619,318375.978,8.249,3.933,0.355,670,706
"Long-term Climate Action",2055,"ARGE",51224500,2031.18,7872.619,318375.978,5.76,3.242,0.319,8599,10014
"Long-term Climate Action",2055,"ARME",2461000,117.236,7872.619,318375.978,10.073,3.336,0.187,44,48
"Long-term Climate Action",2055,"AUST",9280700,754.445,7872.619,318375.978,3.869,1.245,0.928,1023,3418
"Long-term Climate Action",2055,"AUTR",31882200,2872.45,7872.619,318375.978,2.805,0.997,0,4560,16948
"Long-term Climate Action",2055,"AZER",11110900,306.153,7872.619,318375.978,15.525,2.655,0.897,468,-865
"Long-term Climate Action",2055,"BANG",200108800,5410.44,7872.619,318375.978,45.966,28.143,0.789,506,1468
"Long-term Climate Action",2055,"BELA",8522400,255.412,7872.619,318375.978,4.696,1.859,0.811,390,375
"Long-term Climate Action",2055,"BELG",12444500,918.514,7872.619,318375.978,5.294,1.798,1.46,1807,2797
"Long-term Climate Action",2055,"BHUT",870600,22.883,7872.619,318375.978,4.171,1.416,0.077,32,39
"Long-term Climate Action",2055,"BOHE",2433500,88.777,7872.619,318375.978,5.939,2.534,1.112,1046,1200
"Long-term Climate Action",2055,"BOLV",16323400,292.422,7872.619,318375.978,6.963,2.379,0.002,561,677
"Long-term Climate Action",2055,"BRAZ",226154100,7812.75,7872.619,318375.978,7.738,4.739,0.895,14785,23225
"Long-term Climate Action",2055,"BRUN",539300,44.005,7872.619,318375.978,2.994,1.393,0.003,85,92
